ego_size	coreness	hub_score	constraint	eccentricity	local_scan	subgraph_centrality	transitivity
PTPRCAP	2	1	0.000179382302349752	1	11	1	24554045855007.6	NA
CDC7	22	15	0.00709554837904336	0.10213043432729	10	168	38421613886048648	0.7
EIF3K	37	26	0.432783046731223	0.0610549406317494	10	476	1.42919200751758e+20	0.698412698412698
ID3	12	6	0.00121584584740686	0.121187794472113	10	17	1128053575022834	0.109090909090909
MELK	4	2	0.000143573924748833	0.333333333333333	11	3	15733894667590.5	0
PCGF1	5	3	0.000127217417150535	0.265625844777249	11	5	12368005638167.8	0.166666666666667
VPS72	20	7	0.00118358632765087	0.0766437321309527	10	42	1069166966437722	0.134502923976608
LOXL1	3	1	1.57091463046699e-06	0.5	12	2	1883068905.27975	0
BRCA1	97	13	0.0228713484512751	0.0146641403665563	9	323	399393226462069056	0.049780701754386
CCL2	8	5	0.000181012643141806	0.142857142857143	10	7	25002933813142	0
IFIT3	5	2	0.000260148165980876	0.25	10	4	51647615500725.7	0
E2F1	31	11	0.00672894528833291	0.0442146232427851	10	79	34552619588858512	0.11264367816092
DOK2	11	7	0.00129210327503602	0.116967873928019	10	15	1274033689021655	0.111111111111111
PIK3CG	20	9	0.00894812629903802	0.0645835232081351	10	36	61097185718108720	0.0994152046783626
PSMD7	36	23	0.00571348300473236	0.0820231809934674	10	432	24912348840676592	0.667226890756303
POLR2G	50	22	0.0464606182203856	0.0362228061626354	10	376	1657417661151106816	0.278061224489796
LCP1	9	5	0.00157134878713183	0.125	10	8	1884068970138950	0
MYBL2	18	10	0.005310443911444	0.0779350003259819	10	43	21520294232335416	0.191176470588235
FCRL3	2	1	0.000223094402561251	1	11	1	37979137374905.1	NA
ARPC2	24	10	0.0114330726210499	0.0839199918987208	10	90	99742462335196592	0.264822134387352
RPS24	72	39	0.897530805984668	0.0434552091144925	10	1497	6.14679524929176e+20	0.573843058350101
KCNA3	7	4	0.000118727750982151	0.1980347670232	11	9	10756860839643	0.2
CENPW	8	6	0.000590924366143938	0.229198601620631	11	21	266457488441392	0.666666666666667
MCM2	35	15	0.010472578672559	0.0680068178381617	10	242	83705220607782800	0.370766488413547
RHOJ	6	3	0.000299142779920212	0.2	11	5	68285535278179.6	0
RPS4X	78	39	0.947441249049646	0.041437801494138	10	1660	6.84943127273316e+20	0.541011619958988
LILRB4	3	2	0.000173959895335476	0.5	11	2	23093960493909.1	0
FMOD	4	3	2.83317888810305e-05	0.425151200274348	11	5	612595486367.886	0.666666666666667
NDUFAB1	28	21	7.55319940636283e-05	0.128254619923899	11	343	4360971570636.43	0.9002849002849
FBXO5	3	1	0.0010007994624014	0.5	11	2	764266700811661	0
DBF4	18	15	0.00583563509179182	0.133586220695199	10	146	25988469911485172	0.948529411764706
CTNNBL1	39	21	0.030062638156682	0.043598789683548	10	260	697965011227564288	0.315789473684211
DYNC1LI2	9	6	0.00121800210960487	0.165493850946779	10	20	1132011708615151	0.428571428571429
CHAF1B	14	7	0.00339933773765577	0.110470759428608	10	29	8817815263673099	0.205128205128205
PRPF38A	39	23	0.0385256580128586	0.0460449298277273	10	341	1146204212617509248	0.431009957325747
PPIL1	60	23	0.0827660395466027	0.0399129472802854	10	853	5261849613407811584	0.464056107539451
TBXA2R	21	11	0.00690267078891241	0.0573869043788926	10	54	36357525994590664	0.178947368421053
JUNB	14	6	0.000449565643257911	0.128025414283683	10	32	154420681931091	0.243589743589744
PTGER2	12	9	0.000227153256949033	0.114222556098301	10	30	39380783655551.7	0.345454545454545
HNRNPR	19	13	0.036736320270898	0.0621938921156101	10	49	1031664347120553344	0.202614379084967
PDE5A	2	1	8.16277393613171e-06	1	10	1	50996901176.2923	NA
IQGAP1	23	9	0.0125879919824508	0.0469523118755422	9	28	120912689387776512	0.025974025974026
MIS18A	7	6	0.000655046820376492	0.237410031725739	10	17	327463359739457	0.733333333333333
CAB39	7	3	0.0033516980995034	0.20831362893201	10	9	8572299580866087	0.2
RPL26	56	39	0.745345189339336	0.0471480894049595	10	1041	4.23901302601457e+20	0.663973063973064
GABARAPL2	26	8	0.002241123783542	0.0429265714532144	10	30	3832884900728507	0.0166666666666667
RAB5C	25	11	0.0145416165263826	0.0598871534789169	10	73	161354535156346464	0.177536231884058
HMMR	6	5	0.00148705539196229	0.249164241309994	10	11	1687374723256989	0.6
RPL17	53	39	0.790377009609378	0.0566763228058856	10	1182	4.76670855204342e+20	0.852187028657617
LAIR1	3	2	0.000274869013013206	0.522211342672884	11	3	57656548640366.4	1
MRPL22	58	29	0.00365168389083298	0.0597543310809286	10	1128	725023101076374144	0.671052631578947
WDR43	24	14	0.00963469918356689	0.124065032342607	11	202	70831484714719656	0.707509881422925
ASPM	3	2	0.00121191537620057	0.5	10	2	1120758244726333	0
LILRB2	3	2	0.000123929795491747	0.5	11	2	11720718657061.3	0
PSMB9	3	2	0.000260856888148082	0.540000591715976	10	3	51935667300204.7	1
TBPL1	10	6	0.0167496474140057	0.115517506717002	10	11	214081431493892160	0.0555555555555556
PSMB3	38	23	0.0101510521252005	0.0841071249462755	10	495	78640788548051648	0.687687687687688
AURKA	32	11	0.00716821708920469	0.0496061007448076	10	95	39209793076040288	0.137634408602151
NDUFB11	28	21	7.42976420989236e-05	0.121975581823345	11	325	4219438855581.54	0.849002849002849
RASA3	3	2	9.54494555916227e-05	0.5	11	2	6952784329917.85	0
LSM6	64	23	0.0666095507697226	0.0402195295591791	10	966	3424663948978171904	0.462365591397849
PIK3R5	2	1	0.000172896867779701	1	11	1	22810512193143.2	NA
PRIM1	18	13	0.00601756360965741	0.102906098960116	10	94	27640309114517772	0.566176470588235
MRPL27	62	29	0.00384700738565127	0.0587893338819825	10	1256	809743279727587456	0.653005464480874
NDUFS7	32	21	0.000107041215836711	0.112985494761106	11	371	8752310527761.38	0.731182795698925
POR	9	2	1.3071528433477e-06	0.150173611111111	12	9	1307597436.89566	0.0357142857142857
F11	6	4	6.36326152954489e-06	0.224381933634902	11	7	30904771389.2963	0.2
RPS7	86	39	0.894996356216686	0.0341623274344766	10	1551	6.11212953598372e+20	0.410644257703081
ARF4	27	12	0.00108037956574665	0.0793701604321369	10	136	891094809657993	0.338461538461538
CSF1	5	4	0.000240604371184361	0.265058399392815	11	5	44174757520803.8	0.166666666666667
MRPS34	32	25	0.00191581101566642	0.0676250357838091	10	340	199644110487277888	0.664516129032258
NDUFB1	27	21	0.000439268742257972	0.122768194181412	10	304	147246412019953	0.855384615384615
TXNL1	2	1	0.000188965827631199	1	11	1	27249243908936.2	NA
PSMD1	38	23	0.00568652767052113	0.0751353796027272	10	434	24678304417708472	0.596096096096096
CENPL	12	9	0.00363740149053922	0.140797350371637	11	51	10095662359366556	0.727272727272727
CCL21	5	2	1.24023758570227e-05	0.25	12	4	117378171582.879	0
COX7C	8	6	7.14410918447396e-05	0.386750540541235	11	24	3896561611269.29	0.809523809523809
PXDN	34	11	0.0225650718851501	0.0391168461832574	10	77	388531591399016000	0.0833333333333333
PTPN6	63	11	0.00638464682923427	0.0250401414894633	10	207	31106979780780736	0.076679005817028
PDLIM7	14	6	0.00122313521165915	0.0769230769230769	10	13	1143554759210573	0
AAK1	17	11	0.00513833021462242	0.110194190937122	10	73	20146491444284364	0.475
CCR2	10	8	0.000208065340899698	0.121510935758553	10	21	33041537717403.3	0.333333333333333
SRRM2	40	22	0.0369037016737669	0.0426517154390645	10	300	1050470597621951616	0.352226720647773
KLRD1	3	2	7.90335200140405e-07	0.5	12	2	476990053.44992	0
LSM3	43	23	0.056404157191452	0.0461686216084966	10	424	2442712952127960576	0.443670150987224
THBS1	24	7	0.000472274665184165	0.0565510278131513	11	51	170199790364523	0.110671936758893
NDC80	50	18	0.00958727992376575	0.0525042854696936	10	451	70138203992184464	0.341836734693878
ABCC9	4	2	5.03746038443116e-06	0.558641975308642	12	4	19392661921.9764	0.333333333333333
EIF3J	18	13	0.0926044527197141	0.0933870889295633	10	82	6543557867043020800	0.477941176470588
LTBP2	5	4	5.93171348665978e-05	0.301647550154321	11	6	2685066087930.12	0.333333333333333
RPL27	53	39	0.787887938851185	0.0572684472442651	10	1178	4.73673304918784e+20	0.849170437405732
FANCI	19	8	0.0020552096416632	0.0867921686008879	10	38	3224488642288568	0.130718954248366
SNRPC	51	23	0.0537576325496444	0.0427104466964784	10	619	2230239637109283072	0.464489795918367
BUD31	55	23	0.0655538709086156	0.0409443492607139	10	741	3309104493359020544	0.480083857442348
MMP12	4	3	2.80641432801555e-05	0.333333333333333	12	3	601002252926.354	0
LTBP1	7	5	0.000222437394991905	0.186267361111111	11	7	37758302400827.3	0.0666666666666667
RPL36AL	48	38	0.677761079290639	0.0557010260752069	10	876	3.50512298314893e+20	0.766882516188714
CARD11	4	3	0.000451267122388871	0.333333333333333	10	3	155393300870093	0
ENG	8	4	0.000233005257701866	0.211055291005291	11	13	41427232639003.1	0.285714285714286
MSH2	22	12	0.0081412082557559	0.0720190864749271	10	75	50584511275946112	0.257142857142857
RIOK1	12	9	0.0583948760518168	0.142379780790056	10	39	2601952913416630272	0.509090909090909
ARHGAP15	3	2	0.000138568337277879	0.5	11	2	14652412550064.7	0
IKZF3	4	3	0.00012912235560873	0.400716761184625	11	4	12769335266575.3	0.333333333333333
OPRL1	13	9	0.000213105038168788	0.095122705931686	10	26	34662899950991.4	0.212121212121212
FLNA	51	11	0.0257749836682222	0.0218395146809742	9	76	506933878234176640	0.0212244897959184
PLA2G4A	6	4	0.000686600203193341	0.2	10	5	359724814574427	0
CMTM3	4	3	0.000606902252606918	0.333333333333333	10	3	281070372184286	0
CD38	4	3	0.000294118530393246	0.362161327701112	10	5	66022358111233.5	0.666666666666667
NDUFA8	30	21	7.84086776403096e-05	0.12304578414329	11	370	4699524269401.87	0.839901477832512
IL15	4	3	0.00034503221511841	0.472747342249657	11	6	90840382302230.2	1
SPAG5	4	3	0.0015295544533092	0.333333333333333	10	3	1785392509699744	0
COL8A2	2	1	7.01173988070553e-05	1	11	1	3751486535532.92	NA
GJA1	8	5	0.000926808593041708	0.142857142857143	10	7	655453316153097	0
COX5B	11	6	0.000886971763825082	0.23085259723741	10	33	600391245385842	0.511111111111111
NCR3	2	1	4.12712159954439e-05	1	11	1	1299838277093.92	NA
PRKCH	6	5	0.00142853011358052	0.2	10	5	1557211414023220	0
KLRK1	5	2	0.000137925197664319	0.25	11	4	14523204141246.4	0
PSMB5	39	23	0.00738067307318161	0.0763723866493826	10	459	41573805398332032	0.598862019914651
CYBB	4	3	0.000259472702964395	0.425347222222222	10	4	51374625138019	0.333333333333333
PDGFB	8	5	0.000143417996467759	0.151127241902081	11	9	15695609420881.7	0.0952380952380952
PSMA2	27	20	0.0100323976302957	0.0729910789747622	9	190	76812779232820928	0.504615384615385
SERPINF2	7	4	2.31663439361863e-05	0.180174927030796	11	8	409629517148.218	0.133333333333333
PSMC3	35	23	0.00532563293574348	0.0945133540201529	10	472	21645219758775192	0.780748663101604
MRPL37	16	15	0.00113887931395131	0.100695994668972	11	95	53580168578024576	0.761904761904762
C3	19	5	0.00387486175255644	0.0712767485823776	10	23	11457242020320332	0.0326797385620915
STT3A	8	5	0.000489472979478701	0.257881078357269	10	17	182820886672697	0.476190476190476
PYGO2	2	1	1.08697889653348e-16	1	2	1	1.58909177830427	NA
PEX11B	2	1	6.22736917971623e-08	1	13	1	2962009.14034596	NA
KLKB1	7	4	1.0936818184938e-05	0.184722222222222	11	7	91280310195.5708	0.0666666666666667
RHOH	6	4	0.000177504037564574	0.2	11	5	24056836070534.8	0
NLRP1	8	4	0.000170733354290266	0.244142928004535	11	15	22246660548637.6	0.380952380952381
CHAF1A	20	9	0.0033114077159593	0.0760850443362186	10	41	8369898191137107	0.128654970760234
RELB	18	9	0.0226524816755965	0.0686162904573085	10	25	391545995410848832	0.0588235294117647
APH1A	3	2	2.58200659501407e-05	0.63517258755354	11	3	508795127598.104	1
APOC2	2	1	2.5245405563507e-05	1	11	1	486469092840.491	NA
NDUFS5	29	21	7.73411984447307e-05	0.125177025368068	11	353	4572260888771.98	0.85978835978836
IPO11	4	2	0.000979636122535634	0.333333333333333	10	3	732310737519864	0
NUP37	22	10	0.00883024170686532	0.0745700745389296	10	63	59531918011647192	0.2
TIMELESS	22	13	0.00378282598717301	0.0967965392561929	10	125	10922124419362194	0.495238095238095
PRKDC	45	13	0.025614342803791	0.0291482110489931	9	119	500666594831155584	0.0792811839323467
CTGF	6	5	8.27183775278511e-05	0.233054432098765	11	7	5221398455938.16	0.2
PSME3	30	17	0.00650016079956067	0.0552581326463485	10	151	32241677614318860	0.300492610837438
MAGOH	57	23	0.263287699660532	0.0269856353830647	10	368	52902692469304213504	0.202597402597403
ZWILCH	30	18	0.00706214435642365	0.0858216584344985	10	284	38056605243226832	0.62807881773399
ACVRL1	9	5	0.000353808006535902	0.145029958815143	10	13	95544805450318.3	0.178571428571429
KAT2B	59	11	0.0108345565326642	0.0217297534841164	9	131	89667641317892592	0.044162129461585
MALSU1	2	1	9.72032959026365e-05	1	11	1	7209881325828.2	NA
YEATS4	13	6	0.000819950402722622	0.116443416815248	10	28	513170879900234	0.242424242424242
IGFBP6	4	3	1.99996345843364e-05	0.444226680384088	11	5	305227695524.511	0.666666666666667
APEX1	41	13	0.0326616588924801	0.0288971399897764	10	84	814368080103779200	0.0564102564102564
CCDC130	5	4	0.0162805607652015	0.26002349591101	10	5	202250117630927424	0.166666666666667
EHMT1	4	3	0.00096581115725301	0.360069534629035	10	5	711840323580307	0.666666666666667
GPR182	4	3	3.44120331375666e-07	0.333333333333333	12	3	90439968.6250959	0
RAD50	18	10	0.00191444997611881	0.0747112683727944	10	37	2797777191659200	0.147058823529412
LIG1	12	9	0.00505329740843785	0.118686162502036	10	39	19490824699653512	0.509090909090909
ZMAT5	16	13	0.0166910489141642	0.0903175172462271	10	73	215011540145877472	0.552380952380952
CCAR1	17	13	0.0135374368539381	0.0846837484819978	10	56	140658853424190768	0.333333333333333
MRPL14	54	29	0.00492713556920076	0.0587490342674119	10	956	618751799013113728	0.655297532656023
IL18	6	2	3.56544041105904e-05	0.2	11	5	970116332093.694	0
LAT	21	11	0.00904816921255947	0.0742537817876225	10	72	62470924566057968	0.273684210526316
NCAPG2	10	7	0.00158157748046938	0.172982719726168	10	23	1908751868015620	0.388888888888889
EMC6	8	4	3.43729680359572e-05	0.435040839465038	11	20	903007191370.055	0.619047619047619
CCDC47	4	3	0.00018416048718817	0.333333333333333	11	3	25881361187523.9	0
MRPL49	44	29	0.00288889303874265	0.0638931004322747	10	695	441119020764201600	0.72203765227021
DDOST	13	5	0.000371665799194901	0.17609656697041	10	29	105442953565096	0.257575757575758
PROC	11	5	8.85297442392729e-06	0.159662012650161	11	19	59821080437.3019	0.2
USP1	5	3	0.000695610125117089	0.256481874924526	10	5	369357639521886	0.166666666666667
CDK8	40	10	0.00691419440104407	0.0560519550863122	10	183	36515377977651264	0.194331983805668
TAOK1	10	7	0.00196806100381879	0.123866746886419	10	13	2956596288113082	0.111111111111111
PCBP2	24	16	0.0311878717742806	0.0588628500119795	10	102	745067098922036992	0.312252964426877
RUVBL1	46	11	0.0187872163721106	0.0390811256975469	9	112	269344735079423200	0.0676767676767677
SRRM1	36	16	0.0169531015320237	0.0399780995418626	10	124	222021748610241824	0.149579831932773
POU2F1	23	10	0.00614310684864142	0.0507768029800741	10	46	28806058827302004	0.103896103896104
SF3A2	54	23	0.0664644259937806	0.0373519441632374	10	601	3395780402853672960	0.397677793904209
APOB	9	3	4.48453073622521e-05	0.125	10	8	1535829754797.89	0
ZEB2	10	7	0.00338423279341897	0.111111111111111	10	9	8816257036588383	0
TCF4	16	6	0.00121654109217953	0.100882927139663	10	30	1129841546458616	0.142857142857143
CXCL9	3	2	8.44207828021898e-06	0.5	10	2	54411531050.2269	0
MCM6	32	15	0.00720245914443217	0.0796051639735813	10	214	39589142593593512	0.393548387096774
INPP5D	25	11	0.00261849553198454	0.0526014838021345	10	59	5232199585159826	0.126811594202899
NDUFA1	29	21	7.66729363749221e-05	0.125891629762557	11	358	4493570153220.24	0.873015873015873
MRPS25	28	25	0.00173477224865117	0.0776961089225166	10	296	164621427456124512	0.766381766381766
EIF4A3	92	34	0.668531283539623	0.0222004925019282	10	1147	3.41043610866192e+20	0.257875457875458
LGALS2	4	3	0.000430528200339736	0.380987654320988	11	4	141438139445838	0.333333333333333
NTRK2	7	3	0.000498885821934147	0.209876543209877	10	7	189927437744026	0.0666666666666667
CCT2	20	9	0.00403480387701481	0.114636988147679	10	80	12424392208882198	0.35672514619883
ATP5F1A	7	6	0.00431147122210865	0.169792075027127	10	7	14185379565992358	0.0666666666666667
RAMP2	5	3	1.31143576654166e-07	0.25	12	4	13133099.3473036	0
EIF1B	45	18	0.181579660766141	0.027555738093793	9	131	25158464333207949312	0.0919661733615222
PSMD6	44	23	0.00977976127364658	0.0606220206352164	10	455	72984444820545056	0.4562569213732
SMC2	21	10	0.00589315505015509	0.0851265510752387	10	48	26500530366679444	0.147368421052632
POLA1	24	13	0.00952643165479726	0.0756518190549148	10	131	69264881745166376	0.426877470355731
FBLIM1	4	2	0.000520325215024831	0.333333333333333	10	3	206589224824959	0
CDK4	47	13	0.0122664933602485	0.0262231213530347	9	118	114849844116687232	0.0695652173913043
COX4I1	10	6	0.00162533218724479	0.257209817054394	10	29	2017966985960015	0.555555555555556
C8G	2	1	3.00179908598506e-06	1	12	1	6875767527.77935	NA
CD22	11	7	0.00104565095033151	0.112249600654099	10	20	834361139561841	0.222222222222222
U2SURP	34	17	0.0154368663742039	0.0497441530797835	10	152	184000850798827328	0.225378787878788
APOC1	4	2	3.29819612918952e-05	0.415251592745008	11	5	830267659279.031	0.666666666666667
PRC1	8	5	0.00150081436992492	0.142857142857143	10	7	1718741520183533	0
NDUFS3	32	21	0.000140392454233098	0.11046080591652	11	360	15052163917505.3	0.70752688172043
SIGLEC10	3	2	0.000621392590598344	0.5	10	2	294642069004617	0
PAK2	25	11	0.0539019836262494	0.0444517928739896	10	34	2216966754221623808	0.036231884057971
SRGN	6	4	0.000164561225703608	0.2	11	5	20671703848302.7	0
XRCC3	17	10	0.00107721406516207	0.123274285821362	10	61	885795297889453	0.375
EIF3G	39	26	0.449997571321252	0.0622964978733685	10	518	1.54514931522052e+20	0.682788051209104
HSPB2	7	3	2.27574528947355e-05	0.166666666666667	11	6	395354352464.161	0
ZWINT	4	3	0.0010253190573956	0.365384185178832	11	5	802176019092771	0.666666666666667
SF3B5	53	23	0.0636622892591103	0.0424420560743132	10	687	3120640707600241152	0.478883861236802
DNAJB1	3	2	0.000770257448851442	0.537037474454803	10	3	453122978344381	1
NDUFAF1	12	10	3.30783741910363e-05	0.159863561094574	11	54	836175928028.384	0.781818181818182
MARS	16	8	0.00578916070852001	0.111032853869323	9	40	25575569058499488	0.238095238095238
