markovcent	closeness_latora	closeness_residual	communitycent	diffusion_degree	lobby	mnc	dmnc	geokpath	laplacian	leverage	lincent	semilocal	topocoefficient	clusterrank
COL6A1	2.38257429990582e-05	1745.22186147186	398.13037109375	5.3749745158002	83	6	3	0	722	208	-0.0915965041823165	1674.17336476134	17556	0.18546365914787	11.8571428571429
MCM5	3.05757606003183e-05	2150.1496031746	677.3837890625	3.9	945	21	27	0.0651242142664804	3005	2760	0.0985894572227366	2018.81063028494	423590	0.0763819095477387	421.448275862069
NCAPG	2.39244941435212e-05	1733.35995670996	392.95361328125	5.29751821179357	94	6	6	0.10035000709363	781	230	-0.152166352166352	1655.68472274833	28777	0.240896358543417	49.2380952380952
TYROBP	2.27523617774154e-05	1869.31194083694	481.20361328125	5.29751821179357	170	4	2	0	1267	450	0.373537956296577	1779.50718737277	66236	0.113636363636364	3.09090909090909
CD53	2.09214357305117e-05	1666.21233766234	348.95068359375	3.5	61	4	2	0	485	134	-0.492405839774261	1601.05505776275	18893	0.292553191489362	10.1666666666667
CXCR4	3.07890109223592e-05	2240.87222222222	742.91015625	3.5	1400	24	31	0.0581699213231177	3461	3730	-0.0681237014109085	2094.64533490618	456920	0.0711238293444329	219.784946236559
DAPP1	2.15524729371924e-05	1904.56071428571	505.4482421875	3.5	216	4	2	0	1429	444	-0.78244261980217	1814.97569233718	95038	0.322085889570552	36
CENPK	2.93652400172876e-05	1855.39924242424	473.12841796875	6.76645552686982	704	17	19	0.0805145132160418	1194	1750	-0.189047757151393	1753.80240130868	236077	0.207199032062916	510.502923976608
MRPS22	2.98622612820271e-05	1990.78293650794	564.134765625	6.55453474204636	1792	33	38	0.0713055095142284	1980	5144	-0.00238300387289564	1867.65198527478	268694	0.191048034934498	969.517948717949
RFC4	3.15827609858253e-05	2283.68373015873	773.2177734375	4.08434343434343	1774	25	51	0.0858395912466347	3774	6200	0.32616829268036	2117.35892085259	837586	0.0484570334497128	385.303167420814
NDUFB10	2.81936019828673e-05	1678.36432178932	355.75830078125	5.6135767010767	826	24	31	0.0517065967316602	504	2644	0.14692357093336	1597.05005761826	53112	0.369869402985075	584.528225806452
REG3A	1.05811520263343e-05	1697.17503607504	367.95556640625	6.71573338819651	41	2	1	0	542	88	0.0512820512820513	1631.58111755585	10145	0.333333333333333	0
NDUFS4	2.76509759949353e-05	1595.98658008658	304.5537109375	6.08260857254372	743	24	26	0.0563557016384183	242	2136	-0.0247260185123694	1529.14351839393	45885	0.551538461538462	681.273846153846
GNGT2	3.1666002687313e-05	1954.99047619048	535.0537109375	5.98404364610438	1248	16	77	0.0898181715785126	1452	8502	0.710503209937797	1817.9371640645	312147	0.0531460265502819	81.8701298701299
CTLA4	2.75873820784357e-05	2084.70912698413	631.8837890625	6.13900432900433	582	9	9	0.0509853030340417	2510	1296	-0.289004315454292	1966.68434168628	261622	0.129908675799087	105.818181818182
EIF3H	3.10694099549139e-05	2130.70555555556	663.0595703125	6.1053601953602	2066	31	34	0.0637027299999786	2844	5392	-0.135616091875981	1996.74751379274	1117477	0.147856517935258	1426.52380952381
CCT4	2.93059741982334e-05	2151.91626984127	680.09375	5.96603678779055	580	14	18	0.0881226607495283	3126	1502	-0.0173424824677494	2025.14234799344	231973	0.0757678257340008	206.900584795322
MRPS31	2.88147875835928e-05	1773.48650793651	416.693359375	6.25681738658594	1065	23	24	0.0644155291404222	806	2682	-0.240556564582876	1686.64679865832	141476	0.451822916666667	767.880434782609
ATP5F1B	1.91295635077493e-05	1747.68852813853	399.78173828125	5.93027265132528	77	4	1	1	665	174	-0.109993674889311	1676.89077763022	15406	0.2	0
ACTR2	3.09906528723421e-05	2286.06111111111	774.8388671875	5.87893241261662	1138	19	35	0.0633311840359948	3830	3536	0.278263383432444	2141.21581188529	565105	0.0483913502109705	218.568253968254
ORC1	3.08470078102654e-05	2323.81746031746	803.7861328125	5.56727272727273	1582	24	30	0.0546169554459225	4063	4156	-0.0470741444211549	2168.50910201122	751794	0.0634842519685039	609.197580645161
MKI67	2.40454463806365e-05	2088.65079365079	636.162109375	5.69460317460317	364	6	2	0	2736	758	-0.578344790697732	1972.48738153921	166756	0.186119873817035	24.2666666666667
RPL37A	3.16810349699982e-05	2206.52698412698	716.060546875	5.94728865905337	3519	47	54	0.0882574777396123	3273	10008	-0.0371723074848171	2053.61393617406	2013669	0.12492784992785	2789.13333333333
FCGR2A	2.63540136676611e-05	2064.78650793651	617.8095703125	4.26698412698413	514	8	6	0.10035000709363	2393	1100	-0.433678185158419	1951.48689768864	227966	0.168005354752343	114.222222222222
CD300LF	1.6028403709934e-05	1758.58019480519	407.33935546875	5.16453212101011	88	2	1	0	750	178	-0.891826923076923	1687.34800296956	38590	0.591549295774648	0
ID4	1.85769739914639e-05	1692.13452380952	363.37109375	5.38095238095238	44	3	3	0	458	94	-0.634920634920635	1631.7685371317	11026	0.455555555555556	44
PPIH	3.15188461582838e-05	2140.16150793651	668.7041015625	6.19772210753904	2524	38	47	0.0822558421951013	2894	7304	0.000805416571976713	2000.26204808674	1228606	0.134980366492147	1221.72340425532
MAP4K1	2.79536203564734e-05	2113.03531746032	652.0791015625	4.82952380952381	678	12	10	0.064138862685067	2685	1488	-0.456888787487601	1992.05735520965	312784	0.137303556658395	226
DTL	2.67044785591466e-05	1952.92103174603	540.0791015625	5.33117858585082	485	9	9	0.0509853030340417	1839	1042	-0.686412606306531	1850.19843052978	228090	0.278362573099415	444.583333333333
HIST1H2AC	2.86921839345775e-05	2051.80833333333	609.4091796875	5.33727406752175	406	12	5	0	2484	1022	-0.0991366607699887	1934.28118191721	161610	0.095910780669145	34.8
MAGT1	2.10477786185598e-05	1676.53293650794	354.1416015625	6.39081363081363	57	5	5	0.068033073723357	480	134	-0.329971988795518	1614.65840697906	11510	0.416	57
SERPIND1	1.54103811658991e-05	1520.9920995671	263.45361328125	6.14285714285714	42	2	1	0	225	86	-0.757575757575758	1467.5338722591	4317	0.513513513513513	0
ITGAM	2.55000481199656e-05	1771.48614718615	415.31982421875	6.02272332414747	95	6	4	0.0987551639829222	789	262	0.0634346046110752	1696.1118772574	24690	0.136363636363636	7.91666666666667
SLAMF7	9.89867659424586e-06	1637.27503607504	330.09033203125	5.93130102816881	12	1	1	0	403	24	-0.833333333333333	1580.78853804423	5362	1	NA
CD79B	2.70894002470379e-05	2010.28412698413	579.2470703125	6.55918631695102	538	10	10	0.064138862685067	2023	1166	-0.487983637941628	1901.08213724113	239879	0.181443298969072	286.933333333333
THBS2	1.57602244942507e-05	1545.13059163059	277.084716796875	5.62468244353424	46	2	1	0	271	94	-0.832167832167832	1489.85143816041	5755	0.583333333333333	0
CR1	2.14385469974426e-05	1706.93098845599	374.04736328125	5.50199561876032	46	4	1	1	560	112	-0.0953964194373401	1639.53729405315	8282	0.2	0
APLNR	2.77684185690891e-05	1743.50674603175	399.9697265625	6.06260929397226	700	12	10	0.064138862685067	660	1532	-0.595631579138252	1653.61282812409	148804	0.296200345423143	212.121212121212
CHD4	2.82682685844538e-05	2056.63888888889	613.0048828125	5.63311244850596	450	9	11	0.01823367525984	2457	1110	0.00809884515520326	1935.46712991348	190875	0.0920940170940171	60
KIF14	9.6560947494174e-06	1512.54888167388	256.904296875	5.96710450459848	8	1	1	0	166	16	-0.75	1465.7924416355	1996	1	NA
MAD2L1	3.16148749670239e-05	2235.87936507937	737.4267578125	4.02857142857143	1893	28	51	0.0872467976605139	3433	6756	0.338850266823663	2077.87040152125	751717	0.0581945105505315	507.349494949495
BRCA2	3.04970491282117e-05	2348.18055555556	821.8203125	4.02857142857143	1374	19	26	0.0780309714993484	4140	3560	0.0222658607935775	2190.24183787534	614930	0.0545233265720081	219.975369458128
MRVI1	1.54977585025998e-05	1669.23492063492	349.775390625	4.02623931623932	35	2	2	0	479	72	-0.782352941176471	1609.12562301767	8014	0.532258064516129	35
TOPBP1	3.05034386382285e-05	2038.86984126984	598.4033203125	4.22897435897436	846	21	25	0.0647989876834682	2301	2448	0.0403493787621743	1919.1246960281	346585	0.111095965103599	346.904761904762
RPLP0	3.18535177406963e-05	2289.1126984127	774.5205078125	4.28982608695652	3943	51	63	0.09492323168316	3738	12046	0.0880576114748702	2125.83501066258	2253136	0.0918810003555766	2496.60144230769
RPL13A	3.1859846090794e-05	2194.99246031746	706.845703125	6.3511781249428	3869	48	64	0.0924593160462524	3155	12028	0.107528040568563	2036.2459774234	2224859	0.116817259819288	2474.71701631702
SPDL1	3.03518082440784e-05	1907.69567099567	508.46044921875	4.9525641025641	987	23	27	0.0569836874831703	1486	2676	-0.0762952382378285	1794.73922931143	336615	0.169312169312169	660.811965811966
KIF20A	1.92401508139452e-05	1849.74920634921	469.541015625	3.92984126984127	140	3	1	0	1246	286	-0.807451618737566	1762.01451252791	51720	0.372222222222222	0
TLR8	1.78430778654943e-05	1718.7373015873	382.0322265625	6.15431198162082	56	3	1	0	651	118	-0.487012987012987	1649.86771196283	17878	0.340136054421769	0
RAD51	3.08339861760078e-05	2212.42579365079	722.2119140625	6.03172778321053	1086	20	31	0.067864908210304	3449	3432	0.251938122711826	2070.60141389112	463957	0.0602236053480867	258.571428571429
COX7B	2.2420321255863e-05	1622.92702020202	321.65185546875	5.49901653901654	83	7	7	0.0775740148258852	329	208	-0.165665943796874	1562.14449881784	9404	0.339285714285714	79.0476190476191
NLRP3	1.90461317874785e-05	1580.36590909091	296.66552734375	5.19936650835733	30	4	2	0	329	72	-0.157142857142857	1524.3030286772	4525	0.315789473684211	5
MRPL9	2.9999091280694e-05	1809.69761904762	437.96875	5.85186020223058	2363	39	50	0.0843622368226517	876	7176	0.0565611701711877	1710.20147479308	302671	0.432336448598131	1651.20653061224
CPB2	1.58576089185236e-05	1602.56352813853	309.79931640625	5.57712177028918	59	2	1	0	307	120	-0.867965367965368	1544.69060758461	7229	0.55	0
CD86	1.76314044748054e-05	1702.87860750361	371.05517578125	5.41190476190476	31	3	3	0	603	68	-0.408333333333333	1639.25349796613	14036	0.405797101449275	20.6666666666667
CENPF	2.95508164425046e-05	1902.15119047619	504.4013671875	5.41783779753016	689	17	16	0.0877732417196446	1397	1758	-0.127352429252842	1795.4197421638	227753	0.155373831775701	333.621052631579
ALYREF	3.15644020133563e-05	2220.32261904762	725.9794921875	5.274361606178	2050	31	46	0.0952948162040716	3364	6452	0.171185338916575	2072.86750328323	970597	0.0788694588086685	456.71768707483
RPL35	3.17550878073453e-05	2266.10555555556	758.1064453125	5.31881035631036	3658	48	58	0.0885461848018707	3598	10738	0.0327384529521233	2109.57653610544	2088628	0.100965315972612	2516.34482758621
RPL36	3.16870480349562e-05	2316.98650793651	795.7939453125	5.46326753135405	3691	48	53	0.0950149171937822	3947	10352	-0.0368409366342446	2156.90267233526	2110002	0.0937201805286912	2773.84242424242
RPL6	3.17609736756433e-05	2235.50079365079	736.0205078125	5.5205650356507	3728	50	58	0.0964926372840898	3410	10878	0.0130147619014151	2080.99044131112	2145557	0.112830293149589	2767.13033313852
GTSE1	1.07559021770457e-05	1763.29963924964	412.17431640625	5.49735093804331	95	1	1	0	819	190	-0.978947368421053	1685.39609657709	36549	1	NA
PSMA7	3.08784260092685e-05	2106.74166666667	646.5419921875	4.68371212121212	1434	28	37	0.0649332117996937	2660	4200	0.0487041936160861	1968.38757058233	439153	0.0948662230069265	910.783783783784
SLAMF1	2.03540333087755e-05	1916.13694083694	513.28662109375	4.77159090909091	174	4	2	0	1524	360	-0.522173913043478	1826.82111625514	77790	0.276315789473684	29
CCL19	1.6278723382952e-05	1329.18185425685	163.510498046875	4.87309875084265	20	3	1	0	48	52	0.0833333333333333	1293.13042488792	747	0.272727272727273	0
IL7R	2.47817707593129e-05	1983.05436507936	559.6259765625	4.6417814069988	326	7	7	0.0387870074129426	1888	708	-0.299132086662145	1883.0635956918	150396	0.176897321428571	93.1428571428571
FBLN2	2.78560458911526e-05	1773.99051226551	416.99169921875	4.18408258408258	192	9	5	0.068033073723357	764	624	0.295191908760156	1691.16473704575	25699	0.0923672566371681	8
ASF1B	2.72033556190436e-05	1867.75714285714	479.443359375	4.18408258408258	156	8	10	0.0427592417900447	1297	522	0.362289194461342	1780.17619599612	51932	0.107936507936508	20.8
PLAUR	2.68577996002963e-05	2009.26432178932	578.43115234375	4.75670995670996	335	9	4	0.0987551639829222	2057	780	-0.143993963998612	1901.40021416142	127558	0.112403100775194	30.4545454545455
SMARCC1	3.04827280741581e-05	2413.12103174603	870.40625	5.14299589299589	1540	20	27	0.0569836874831703	4518	3782	-0.085252272103252	2244.04423206035	750001	0.0537783464846805	289.57264957265
RPL24	3.18194152874911e-05	2310.65198412698	790.5791015625	5.17076084819893	3946	50	62	0.096478264782138	3850	11674	0.0440392830913021	2145.41982254106	2265196	0.0882326215356656	2706.48439978847
CXCR6	2.70017251890172e-05	1716.87380952381	383.6005859375	5.37301746562616	659	11	9	0.0764779545510625	618	1428	-0.549907291142164	1628.40155900728	139521	0.317444717444717	251.618181818182
CCT7	2.91744348222544e-05	2077.51150793651	626.6650390625	5.42059879681498	425	14	16	0.0877732417196446	2653	1156	-0.0156735278867766	1961.11838199765	157542	0.0833333333333333	141.666666666667
PECAM1	2.90545002733045e-05	2257.15436507937	756.2119140625	5.30310158388298	981	14	13	0.110358195005461	3702	2202	-0.376284569006257	2120.75706341209	430255	0.0995867768595041	147.15
CARD16	1.7180962383134e-05	1704.19841269841	370.34765625	4.93854230669324	44	3	3	0	472	94	-0.478632478632479	1644.71008452009	11685	0.39047619047619	29.3333333333333
UQCRC2	2.02508372286327e-05	1655.77063492063	340.8818359375	4.29821723693291	56	5	6	0.0501750035468149	382	142	-0.107294666118196	1595.97348538045	7317	0.308641975308642	41.0666666666667
THRAP3	2.32690482898985e-05	2155.9746031746	683.3798828125	4.33333333333333	482	5	1	1	3069	984	-0.827328839904476	2038.51058333931	235869	0.227469879518072	0
PTGER4	2.64476583166127e-05	1665.4373015873	351.3681640625	5.42994028917942	584	9	9	0.0509853030340417	475	1240	-0.689725384193863	1584.2262804249	125097	0.401816911250873	308.222222222222
LTB	1.34715494983931e-05	1504.46158008658	250.814453125	4.77308802308802	11	2	1	0	94	24	-0.35	1461.79527153919	2450	0.583333333333333	0
CHMP2B	2.66133981554483e-05	2012.76428571429	581.6796875	5.24777698147263	309	9	6	0	2173	728	-0.114778046436444	1902.73730033821	98734	0.112389719984657	61.8
TPM2	2.99174769241142e-05	2078.46031746032	625.7001953125	4.04880952380952	428	12	15	0.0543122258610602	2524	1558	0.426763166586098	1959.96840398744	143786	0.0517195767195767	35.3618233618234
GINS4	2.63320135104359e-05	1854.32424242424	471.30517578125	4.89277087646653	254	9	9	0.0509853030340417	1290	580	-0.431520875987596	1769.3116612175	106740	0.367867867867868	254
PSMD14	3.06298280535803e-05	1984.12261904762	559.05078125	4.8603596854455	1188	27	33	0.0640478272269879	1965	3498	0.0263127734979525	1870.66482304527	353225	0.184303069053708	889.411764705882
RPLP2	3.17106929767822e-05	2327.66746031746	803.4189453125	5.4936322036925	3812	49	56	0.101112600703417	3978	10704	-0.0456694048938826	2165.53389991997	2186791	0.0903927608779361	2868.9012987013
RPL15	3.18450188991284e-05	2308.98650793651	788.9501953125	5.34594911429151	3871	50	61	0.0970470021088128	3870	11648	0.0647966622718662	2147.20341609039	2195946	0.0891042749449829	2428.04659498208
MRPS28	2.99577832209101e-05	1814.4496031746	441.509765625	5.49005930639169	2224	37	48	0.0794140435476342	921	6704	0.0527118374080827	1714.58792999396	288666	0.427672955974843	1492.52482269504
SEC61G	1.5833838357771e-05	1351.788997114	173.127685546875	4.85723684210526	25	4	4	0	33	62	-0.0976190476190476	1316.01185816523	665	0.403846153846154	16.6666666666667
PJA2	2.94208405289364e-05	2093.08928571429	638.28515625	5.26156013486088	823	16	15	0.0977620065499085	2676	1952	-0.29249395833811	1969.00145540231	347589	0.130279402209227	107.581699346405
PSMA4	3.0919908357698e-05	2135.57380952381	666	5.53042744009142	1427	29	37	0.0697430793404117	2971	4260	0.0578061947873001	2005.84029935047	459457	0.110685805422648	917.50213371266
RPS21	3.1945478182647e-05	2237.53531746032	736.5947265625	4.30984848484849	4079	49	71	0.0907019408644567	3394	13128	0.147708289375594	2075.36593739728	2315641	0.101896578024101	2393.23219315895
CKS2	2.41557477226167e-05	2015.96865079365	584.3837890625	5.62197989208859	333	6	4	0	2205	696	-0.610752250225934	1906.8878448218	158363	0.20595690747782	88.8
PSMA6	3.09855369457528e-05	2075.63452380952	623.8232421875	4.83095238095238	1416	28	40	0.0802312227604643	2516	4392	0.12274758760837	1943.67667784087	442900	0.109904153354633	871.384615384615
CCNA2	3.09998451129124e-05	2247.05555555556	748.1767578125	3	1431	21	31	0.0549382590273889	3504	3984	0.0763726744346761	2090.79162527137	693251	0.0620272314674735	285.689839572193
MRPL24	3.01058627927533e-05	1822.56388888889	446.306640625	4.62445997629821	2546	40	55	0.0917964800168331	935	8062	0.114352408225785	1719.0489502027	327367	0.411735537190083	1705.90572390572
HEYL	2.4928026348571e-05	1858.0670995671	473.55517578125	5.47756132756133	131	7	2	0	1201	304	-0.372991452991453	1772.78934231873	26808	0.150442477876106	6.23809523809524
NDUFA11	2.757015990282e-05	1562.43340548341	285.0869140625	3.37895299145299	698	23	25	0.0601704885632204	201	1996	-0.0227868082346815	1498.61388332103	42514	0.560833333333333	607.26
GNB1	3.16763363106535e-05	2103.59404761905	638.564453125	5.12896611074841	1470	20	73	0.0912289824602475	2404	9102	0.686241487656251	1954.84377472735	383186	0.0473828258638385	145.043816942551
MCM8	2.99550089633806e-05	2068.99484126984	620.400390625	5.44217012349542	811	19	23	0.0638404235815228	2549	2128	-0.0786933004481199	1948.40873709838	366948	0.120636864666258	554.557312252964
EIF4B	2.9293049814043e-05	2090.30198412698	635.1962890625	4.53252164502165	921	17	17	0.0881353840517773	2619	2114	-0.461807945521851	1973.51500416782	494016	0.163619909502262	636.573529411765
