gene	spl	degree	degree_centrality	average_neighbor_degree	betweenness	eigenvector	cluster_coefficient	triangles	pagerank	load_centrality	harmonic_centrality
242	ANAPC7	3.9363647156595	12	0.001425	21.833333	280.743083	0.001003	0.424242	28	0.000115	715.736392	2114.222619
243	ANGPT1	4.6399145197673	3	0.000356	7.333333	76.508212	7e-06	0.666667	2	7.1e-05	568.291737	1770.238095
244	ANGPT2	4.76481063754007	2	0.000237	7	0	4e-06	1	1	5.4e-05	0	1721.12619
245	ANGPT4	5.73726700700463	1	0.000119	2	0	0	0	0	5.1e-05	0	1416.334127
246	ANGPTL1	4.76492936008548	1	0.000119	11	0	4e-06	0	0	3.4e-05	0	1720.62619
247	ANGPTL3	4.38026831295263	3	0.000356	18	76.833726	1.8e-05	0	0	5.3e-05	188.232796	1883.422619
248	ANK1	3.87284815386442	16	0.0019	17.0625	28575.690872	0.000112	0.075	9	0.000227	56985.103352	2154.327381
249	ANK2	4.03929716253116	7	0.000831	19.285714	9832.568736	6e-05	0.190476	4	0.000125	20527.233915	2056.536905
250	ANK3	3.69191499465749	13	0.001544	23	24453.448314	0.000238	0.102564	8	0.000178	53635.267439	2265.902381
251	ANKHD1-EIF4EBP3	4.29633147334679	1	0.000119	35	0	4.5e-05	0	0	2.9e-05	0	1918.033333
252	ANKLE2	4.36424076932209	1	0.000119	27	0	7.8e-05	0	0	2.9e-05	0	1889.417857
253	ANKRD1	4.5845898136056	1	0.000119	21	0	7e-06	0	0	3.4e-05	0	1789.209127
254	ANKRD11	3.70616170010685	6	0.000712	53.5	1058.203283	0.000233	0.066667	1	7.5e-05	1984.508615	2256.07381
255	ANKRD12	4.23364596936958	1	0.000119	43	0	0.000152	0	0	2.7e-05	0	1953.65
256	ANKRD13A	4.33384779769678	2	0.000237	21.5	99.558196	9.2e-05	0	0	4.2e-05	265.195572	1906.133333
257	ANKRD13D	4.18437611302386	1	0.000119	83	0	6.8e-05	0	0	3.3e-05	0	1975.613095
258	ANKRD17	4.52748426926273	1	0.000119	18	0	4.2e-05	0	0	2.9e-05	0	1815.015079
259	ANKRD23	4.5845898136056	1	0.000119	21	0	7e-06	0	0	3.4e-05	0	1789.209127
260	ANKRD24	3.83271993351537	3	0.000356	74.666667	183.638645	0.002221	0	0	4.5e-05	262.472713	2173.882143
261	ANKRD28	4.07776326724445	3	0.000356	29	283.243419	0.000305	0	0	5e-05	714.039986	2031.842857
262	ANKS1A	5.48260714709723	1	0.000119	2	0	0	0	0	5e-05	0	1483.936508
263	ANKS1B	4.23507063991452	2	0.000237	30	1252.299935	1.8e-05	0	0	3.9e-05	2813.417705	1950.803571
264	ANKZF1	4.16371839012228	3	0.000356	10	2069.03742	0.000159	0	0	6.7e-05	5713.026178	1981.627381
265	ANLN	6.20325299774427	1	0.000119	4	0	0	0	0	4.9e-05	0	1305.914286
266	ANO8	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
267	ANOS1	4.67232577466461	1	0.000119	20	0	8e-06	0	0	3e-05	0	1756.913889
268	ANP32A	3.51525584708536	14	0.001662	32.785714	22919.867135	0.000758	0.032967	3	0.000186	48527.88313	2387.32619
269	ANP32B	4.13629348213226	1	0.000119	56	0	5.1e-05	0	0	2.8e-05	0	1994.475
270	ANP32E	4.46610471328505	2	0.000237	25.5	7.091774	2e-05	0	0	3.7e-05	16.888171	1846.220238
271	ANPEP	5.0052237919981	1	0.000119	5	0	4e-06	0	0	3.4e-05	0	1631.707937
272	ANTXR1	3.54113736198504	26	0.003087	25.846154	14634.724769	0.001067	0.126154	41	0.000253	31603.887236	2375.654762
273	ANTXR2	4.74890181645494	2	0.000237	13.5	46.500272	3e-06	0	0	4.5e-05	97.322471	1727.644444
274	ANXA11	4.54315564525703	4	0.000475	9.25	1486.86269	1.1e-05	0	0	8.3e-05	3794.818891	1810.628571
275	ANXA13	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
276	ANXA2	3.52558470853615	15	0.001781	29.6	35518.649139	0.000561	0.009524	1	0.000222	74117.288822	2378.235714
277	ANXA3	4.93458387747833	1	0.000119	10	0	4e-06	0	0	3.3e-05	0	1656.563889
278	ANXA4	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
279	ANXA5	4.08797340614983	5	0.000594	15.4	9118.330964	0.000312	0	0	9e-05	18851.225298	2025.920238
280	ANXA6	4.36376587914045	4	0.000475	11.75	1864.633414	1.5e-05	0	0	8.2e-05	4810.926292	1887.466667
281	ANXA7	4.16977323993826	3	0.000356	23	1067.103789	4.7e-05	0	0	5.7e-05	2684.577005	1980.066667
282	ANXA9	5.89231865131188	1	0.000119	3	0	0	0	0	5.1e-05	0	1379.275
283	AP1B1	3.46705449364834	22	0.002612	35.863636	24403.675533	0.00118	0.073593	17	0.000221	49280.084605	2427.945238
284	AP1G1	3.79971506589101	19	0.002256	17.736842	17413.616001	0.00062	0.099415	17	0.000236	37341.744624	2197.039286
285	AP1G2	3.82785230915351	11	0.001306	20.363636	15490.383591	0.000216	0.109091	6	0.000144	33685.197662	2179.661905
286	AP1M1	3.80090229134513	16	0.0019	18.75	9593.495521	0.000458	0.083333	10	0.000196	22440.875087	2196.821429
287	AP1M2	4.04333372907515	7	0.000831	16.142857	1642.495068	0.000257	0.047619	1	0.000104	5244.201067	2052.233333
288	AP1S1	3.90537813130714	15	0.001781	22.4	5735.930516	0.000338	0.2	21	0.00017	12525.254137	2137.419048
289	AP1S2	4.00166211563576	9	0.001069	24.333333	937.81859	0.000319	0.25	9	0.00011	2368.598419	2082.084524
290	AP1S3	4.43654279947762	3	0.000356	20.666667	26.725156	6.7e-05	0.333333	1	4.9e-05	82.533003	1859.59881
291	AP2A1	3.65926629466936	28	0.003325	20.678571	40341.817995	0.000907	0.07672	29	0.000322	83472.606694	2299.194048
292	AP2A2	3.32933634097115	36	0.004275	35.722222	42573.510159	0.00366	0.215873	136	0.00035	85117.919612	2537.516667
293	AP2B1	3.2243856108275	48	0.005699	35.0625	181523.207287	0.004993	0.120567	136	0.00053	347693.079949	2634.554762
294	AP2M1	3.30108037516324	43	0.005106	32.744186	85505.130975	0.005912	0.149502	135	0.000477	167132.806158	2566.990476
295	AP2S1	3.52724682417191	16	0.0019	41.0625	23829.385983	0.001549	0.216667	26	0.000177	48448.149327	2382.588095
296	AP3B1	3.99679449127389	7	0.000831	20.428571	1543.480108	0.000241	0.142857	3	8.6e-05	4016.536659	2080.746429
297	AP3B2	4.25929003917844	2	0.000237	25.5	180.308419	3.1e-05	0	0	4.1e-05	509.715926	1935.130952
298	AP3D1	3.76445446990383	7	0.000831	35.714286	14891.129695	0.001042	0.142857	3	0.000113	31080.604875	2215.771429
299	AP3M1	4.27329929953698	3	0.000356	16.333333	203.28204	4.8e-05	0.333333	1	5.2e-05	607.399847	1932.395238
300	AP3M2	4.73702956191381	1	0.000119	7	0	1.9e-05	0	0	3.2e-05	0	1729.383333
301	AP3S1	4.3674462780482	2	0.000237	42.5	55.513065	3.3e-05	0	0	3.7e-05	102.526228	1892.001587
302	AP4B1	3.94538762911077	7	0.000831	26.285714	2310.672793	0.000177	0.333333	7	9.4e-05	5393.058477	2106.464286
303	AP4E1	3.84851003205509	8	0.00095	29.5	7351.603009	0.000221	0.285714	8	0.000106	16496.519197	2165.560714
304	AP4M1	4.2108512406506	5	0.000594	19.4	2898.265756	3.1e-05	0.1	1	8.1e-05	6832.791484	1967.539286
305	AP5B1	4.42657010566307	2	0.000237	18	8192	2.2e-05	0	0	7.1e-05	16384	1860.80119
306	AP5M1	4.80042740116348	1	0.000119	11	0	4e-06	0	0	2.9e-05	0	1706.957937
307	AP5Z1	4.891487593494	1	0.000119	32	0	1e-06	0	0	3.7e-05	0	1677.119841
308	APAF1	4.01056630654161	6	0.000712	17	1895.268074	7.3e-05	0.133333	2	9.9e-05	5078.981411	2065.780952
309	APBA1	3.87142348331948	6	0.000712	22.5	2617.397047	0.000196	0.066667	1	9.6e-05	6729.134409	2146.514286
310	APBA2	3.75804345245162	5	0.000594	39	2833.981938	0.000478	0	0	8e-05	6366.125924	2215.469048
311	APBA3	4.39582096640152	1	0.000119	20	0	1.3e-05	0	0	3e-05	0	1867.144841
312	APBB1	3.76682892081206	4	0.000475	60.25	6084.316424	0.000233	0	0	6.9e-05	13800.249103	2216.372619
313	APBB1IP	4.75246349281729	1	0.000119	13	0	5e-06	0	0	3.1e-05	0	1722.170238
314	APBB2	3.77193399026475	3	0.000356	71.333333	1409.986861	0.000453	0	0	5.1e-05	3304.530822	2209.666667
315	APBB3	4.24670544936483	1	0.000119	51	0	3.2e-05	0	0	3.1e-05	0	1941.75
316	APC	3.40045114567256	17	0.002019	42.823529	25539.766945	0.00339	0.066176	9	0.000187	53682.750189	2476.259524
317	APC2	3.80125845898136	6	0.000712	36.666667	1193.45452	0.000356	0.133333	2	7.7e-05	2620.171687	2191.419048
318	APCS	4.16336222248605	8	0.00095	10	25418.049961	5.1e-05	0.035714	1	0.000192	51452.912946	1989.725
319	APEH	3.95761605128814	3	0.000356	51	2818.876314	0.000339	0	0	6.9e-05	7387.190125	2102.028571
320	APEX1	3.23981954173097	42	0.004987	34.47619	151430.970358	0.006098	0.036005	31	0.000486	300911.466541	2628.985714
321	APEX2	3.93339665202422	3	0.000356	47.333333	888.845914	0.000256	0	0	5e-05	2100.309105	2115.582143
322	APH1A	4.20859551228778	3	0.000356	19.333333	0	3.6e-05	1	3	5.2e-05	0	1958.372619
323	APH1B	4.21583758755788	2	0.000237	25.5	0	3.2e-05	1	1	4e-05	0	1954.810714
324	API5	4.76908464917488	1	0.000119	12	0	5e-05	0	0	3.2e-05	0	1717.787302
325	APLNR	4.07325181051882	15	0.001781	67.066667	633.862175	0.000114	0.504762	53	0.000144	1062.690082	2053.833333
326	APLP1	3.52855277217144	18	0.002137	26.833333	33088.489811	0.003445	0.052288	8	0.000235	68045.428259	2378.116667
327	APOA1	3.68965926629467	31	0.003681	10.258065	109230.799136	0.000254	0.019355	9	0.000632	227749.318938	2274.169048
328	APOA2	4.09200997269381	6	0.000712	22.166667	20209.466394	7.2e-05	0.066667	1	0.000167	41431.028952	2027.97381
329	APOB	3.80054612370889	7	0.000831	29.428571	11857.917388	0.000235	0.047619	1	0.00011	25086.604456	2189.733333
330	APOBEC1	5.15493292176184	2	0.000237	3.5	0	5e-06	1	1	5.5e-05	0	1583.059921
331	APOBEC3F	5.41944675293838	1	0.000119	2	0	0	0	0	5e-05	0	1503.108333
332	APOBEC3G	4.44687166092841	2	0.000237	21	8192	1.3e-05	0	0	7.4e-05	16384	1852.977381
333	APOC1	4.25026712572718	3	0.000356	33	129.546318	5.4e-05	0.666667	2	7.5e-05	374.679246	1946.371429
334	APOC3	4.2744865249911	2	0.000237	46.5	0	5.2e-05	1	1	5.1e-05	0	1934.504762
335	APOD	5.06458506470379	1	0.000119	6	0	1e-06	0	0	4.1e-05	0	1613.75873
336	APOE	3.99299536982073	8	0.00095	18.375	5639.084493	7.9e-05	0.107143	3	0.000132	12386.892889	2081.458333
337	APOF	5.06458506470379	1	0.000119	6	0	1e-06	0	0	4.1e-05	0	1613.75873
338	APOL5	3.94479401638371	1	0.000119	148	0	0.00011	0	0	3e-05	0	2108.234524
339	APOM	4.90585302148878	1	0.000119	3	0	3e-06	0	0	4e-05	0	1667.863889
340	APOOL	4.48676243618663	3	0.000356	11.666667	43.722413	1.8e-05	0.666667	2	6.6e-05	153.808534	1841.963889
341	APP	3.27413035735486	51	0.006056	21.137255	228896.730466	0.001765	0.018824	24	0.000765	458936.850784	2590.004762
342	APPBP2	4.94847441529146	5	0.000594	3.2	24640.081423	3e-06	0	0	0.000174	49322.834312	1655.75
343	APPL1	3.5981241837825	12	0.001425	33.833333	25875.950584	0.000395	0.121212	8	0.000161	53426.967413	2326.504762
344	APPL2	4.44853377656417	2	0.000237	22	757.253093	1.6e-05	0	0	4.9e-05	2050.850124	1854.60119
345	APRT	3.81277454588626	2	0.000237	132	0	0.000855	1	1	3.8e-05	0	2189.420238
346	APTX	3.88745102695002	9	0.001069	16.333333	5548.777923	0.000197	0.055556	2	0.000127	13060.063952	2139.211905
347	AQP1	4.06434761961296	5	0.000594	26.2	7099.93022	3.8e-05	0	0	9.1e-05	15961.975942	2041.659524
348	AQP4	4.27365546717322	1	0.000119	43	0	0.000107	0	0	2.7e-05	0	1929.511905
349	AQR	3.46646088092129	71	0.00843	55.633803	14463.861187	0.025866	0.367807	914	0.000408	26289.492181	2459.638095
350	AR	2.95144247892675	90	0.010686	37.611111	346529.318134	0.005495	0.051685	207	0.000989	644621.210364	2908.885714
351	ARAF	3.40959278166924	22	0.002612	36.545455	36045.881154	0.001136	0.082251	19	0.000282	73654.789044	2474.77381
352	ARAP1	4.26866912026594	2	0.000237	28.5	115.780233	0.000193	0	0	3.9e-05	228.246304	1934.25119
353	ARAP3	4.29455063516562	1	0.000119	34	0	1.6e-05	0	0	2.9e-05	0	1916.752381
354	ARC	5.26320788317702	1	0.000119	10	0	1e-06	0	0	3.5e-05	0	1551.089683
355	ARCN1	3.93292176184257	33	0.003918	24.242424	6136.452297	0.000154	0.422348	223	0.000301	11661.531438	2131.952381
356	ARF1	3.53520123471447	57	0.006768	18.614035	117204.685959	9e-04	0.092105	147	0.000656	232720.218407	2393.732143
357	ARF3	3.85408999168942	24	0.00285	23.541667	11094.518255	0.000329	0.311594	86	0.000248	23803.739442	2169.419048
358	ARF4	3.53591356998694	24	0.00285	34.083333	32523.877968	0.000494	0.384058	106	0.000229	64438.601177	2376.390476
359	ARF5	3.9415885076576	19	0.002256	22.947368	4927.156526	0.000113	0.25731	44	0.000194	10651.669427	2120.095238
360	ARFGAP1	3.89113142585777	17	0.002019	26.823529	4454.726285	0.000265	0.375	51	0.000163	10045.799307	2145.871429
361	ARFGAP2	4.25311646681705	11	0.001306	22.272727	173.039772	4.6e-05	0.363636	20	0.000108	403.773854	1948.160714
362	ARFGAP3	4.03775376944082	18	0.002137	29.888889	342.720506	0.00011	0.673203	103	0.000166	647.684396	2065.65
363	ARFGEF1	4.3903597293126	1	0.000119	20	0	3.2e-05	0	0	3.1e-05	0	1871.822619
364	ARFGEF2	4.10257627923543	4	0.000475	16.75	914.529234	5.8e-05	0.166667	1	7.4e-05	2337.820954	2014.034524
365	ARFIP1	4.49412323400214	2	0.000237	40.5	9.379571	2.2e-05	0	0	3.6e-05	16.032561	1834.663095
366	ARFIP2	3.99216431200285	5	0.000594	35.6	2301.979608	0.000107	0	0	6.7e-05	5199.292314	2081.294048
367	ARFRP1	3.87415410186394	6	0.000712	24.833333	7678.09223	0.000268	0.266667	4	9e-05	17785.671279	2146.941667
368	ARHGAP1	3.83260121096996	8	0.00095	23.5	10494.529718	0.000167	0	0	0.00012	21784.59657	2171.630952
369	ARHGAP10	4.09948949305473	1	0.000119	65	0	8.5e-05	0	0	2.9e-05	0	2015.015476
370	ARHGAP15	3.9165380505758	3	0.000356	60	980.265738	0.000212	0	0	5e-05	2260.01679	2124.369048
371	ARHGAP17	3.49352962127508	6	0.000712	112.666667	1636.939387	0.001188	0.2	3	8e-05	3141.705096	2408.504762
372	ARHGAP18	5.0605484981598	1	0.000119	5	0	2e-06	0	0	3.3e-05	0	1616.071032
373	ARHGAP21	3.93268431675175	4	0.000475	36	1374.254147	0.00013	0.166667	1	6.6e-05	3318.253312	2112.30119
374	ARHGAP24	3.97340614982785	2	0.000237	42.5	207.402008	7.8e-05	0	0	4e-05	391.216674	2083.808333
375	ARHGAP26	4.22379199810044	1	0.000119	44	0	3.7e-05	0	0	2.8e-05	0	1952.689286
376	ARHGAP27	4.11159919268669	2	0.000237	63.5	76.343486	5.1e-05	0	0	3.9e-05	116.031541	2015.540476
377	ARHGAP29	4.51121928054137	2	0.000237	10	114.951622	1e-05	0	0	4.4e-05	386.731322	1821.577381
378	ARHGAP31	3.7797696782619	3	0.000356	87.333333	829.343887	0.000394	0	0	4.9e-05	1535.529055	2209.158333
379	ARHGAP32	3.34275198860264	21	0.002493	59.666667	41580.647001	0.000839	0.133333	28	0.00026	82290.814453	2536.142857
380	ARHGAP33	3.95191736910839	1	0.000119	130	0	7.8e-05	0	0	2.8e-05	0	2098.685714
381	ARHGAP35	3.61913807432031	8	0.00095	59.625	3589.868672	0.000395	0.071429	2	0.000103	7360.939061	2314.192857
382	ARHGAP4	4.35213106969013	1	0.000119	21	0	1.4e-05	0	0	2.9e-05	0	1889.533333
383	ARHGAP44	4.34275198860264	2	0.000237	18.5	8192	1.8e-05	0	0	7e-05	16384	1897.108333
384	ARHGAP5	3.66935771102932	9	0.001069	38.888889	5885.171042	0.000583	0.111111	4	0.000121	12697.783778	2278.25
385	ARHGAP9	4.17760892793541	2	0.000237	44	653.474865	5e-05	0	0	4.5e-05	1295.829343	1981.579762
386	ARHGDIA	3.43713641220468	24	0.00285	27.625	37006.656485	0.001635	0.07971	22	0.000281	77780.582261	2446.252381
387	ARHGDIB	3.75210732518105	15	0.001781	25.133333	17571.401194	0.00024	0.019048	2	0.00021	34712.834486	2230.019048
388	ARHGDIG	4.10423839487119	7	0.000831	12.714286	1357.542758	4.9e-05	0	0	0.000106	3691.559944	2015.739286
389	ARHGEF1	3.61094621868693	10	0.001187	40.1	5849.14189	0.000447	0.133333	6	0.000122	12611.876369	2316.766667
390	ARHGEF10L	4.91974355930191	3	0.000356	3.666667	16383	3e-06	0	0	0.000125	32766	1667.145635
391	ARHGEF11	3.23970081918556	21	0.002493	63.857143	67756.226542	0.002785	0.085714	18	0.000257	129096.891462	2609.521429
392	ARHGEF12	3.79829039534608	7	0.000831	23.285714	2187.213458	0.000152	0.047619	1	9.9e-05	5076.806072	2187.3
393	ARHGEF15	3.77062804226523	4	0.000475	40	1667.659345	0.00015	0	0	6.3e-05	4222.732941	2205.65
394	ARHGEF16	4.38929122640389	1	0.000119	39	0	1.7e-05	0	0	3e-05	0	1874.588095
395	ARHGEF18	4.09948949305473	1	0.000119	65	0	8.5e-05	0	0	2.9e-05	0	2015.015476
396	ARHGEF2	3.61973168704737	7	0.000831	47.428571	2149.975746	0.00045	0	0	9.2e-05	4453.28521	2306.666667
397	ARHGEF25	3.82547785824528	3	0.000356	60	743.85269	0.000272	0	0	5.2e-05	1352.745429	2173.769048
398	ARHGEF28	4.09153508251217	1	0.000119	65	0	6.6e-05	0	0	2.8e-05	0	2019.979762
399	ARHGEF3	4.09948949305473	1	0.000119	65	0	8.5e-05	0	0	2.9e-05	0	2015.015476
400	ARHGEF40	4.70022557283628	1	0.000119	11	0	1.4e-05	0	0	3.2e-05	0	1745.987698
401	ARHGEF5	4.38929122640389	1	0.000119	39	0	1.7e-05	0	0	3e-05	0	1874.588095
402	ARHGEF6	3.33230440460643	18	0.002137	52.777778	32422.317189	0.001947	0.117647	18	0.000224	60993.650417	2529.752381
403	ARHGEF7	3.48996794491274	15	0.001781	34.2	13072.374829	0.000874	0.085714	9	0.000187	27638.786089	2403.130952
404	ARHGEF9	4.77229015790099	2	0.000237	10	238.158467	3e-06	0	0	5.2e-05	692.053447	1719.471429
405	ARID1A	3.78024456844355	13	0.001544	27.923077	8656.097129	0.000335	0.320513	25	0.000154	17621.650839	2212.190476
406	ARID1B	4.18378250029681	3	0.000356	19.333333	3.821405	6.9e-05	0.666667	2	4.6e-05	9.092313	1974.472619
407	ARID2	3.87747833313546	6	0.000712	31.833333	498.482207	0.000284	0.466667	7	7.2e-05	1171.297834	2148.833333
408	ARID3A	4.54612370889232	2	0.000237	9.5	105.054654	1.1e-05	0	0	4.5e-05	391.536038	1808.911905
409	ARID4A	3.79306660334798	10	0.001187	40.1	2893.866963	0.000318	0.222222	10	0.00012	6075.630253	2208.414286
410	ARID4B	3.92627329929954	7	0.000831	33.428571	97.608955	0.000214	0.428571	9	8.3e-05	258.662973	2122.102381
411	ARID5A	4.11456725632198	1	0.000119	97	0	7.2e-05	0	0	3.2e-05	0	2012.183333
412	ARID5B	4.35189362459931	1	0.000119	47	0	2.6e-05	0	0	3e-05	0	1893.7
413	ARIH1	4.16300605484982	3	0.000356	43.666667	26.506313	0.000494	0.333333	1	4.2e-05	70.235324	1991.684524
414	ARIH2	3.55194111361748	30	0.003562	39.766667	50682.501482	0.007788	0.006897	3	0.00031	100676.644626	2373.654762
415	ARL1	3.72064585064704	16	0.0019	18.3125	43022.817636	0.000279	0.083333	10	0.000228	88688.945375	2251.77619
416	ARL15	4.02659385017215	6	0.000712	24.333333	9681.310703	0.002276	0	0	9.7e-05	20081.92958	2063.260714
417	ARL2	4.06232933634097	4	0.000475	18.5	8710.93261	7.2e-05	0	0	8.4e-05	17750.095633	2035.69881
418	ARL2BP	5.03490442835094	1	0.000119	4	0	1e-06	0	0	3.6e-05	0	1620.267063
419	ARL3	4.21286952392259	2	0.000237	28.5	1266.991315	5.5e-05	0	0	4.8e-05	3102.464218	1960.592857
420	ARL4C	4.18437611302386	1	0.000119	83	0	6.8e-05	0	0	3.3e-05	0	1975.613095
421	ARL4D	3.60940282559658	9	0.001069	54	11432.471367	0.001231	0.083333	3	0.000119	23530.247411	2326.697619
422	ARL5A	3.70544936483438	6	0.000712	57.166667	4041.080648	0.000646	0.266667	4	8.7e-05	9254.364376	2258.169048
423	ARL5B	3.96747002255728	1	0.000119	95	0	0.00025	0	0	2.9e-05	0	2091.315476
424	ARL6	4.80731330879734	6	0.000712	4	17427.549876	6e-06	0	0	0.000164	35631.166125	1706.438095
425	ARL6IP1	4.31758280897542	4	0.000475	12.75	16394.608578	0.000194	0	0	9.5e-05	32182.059923	1915.194048
426	ARL6IP4	5.77988840080731	1	0.000119	6	0	0	0	0	4.1e-05	0	1405.596429
427	ARL6IP5	4.32909889588033	2	0.000237	22	6727.296319	2.6e-05	0	0	5.1e-05	14180.27242	1905.763095
428	ARL6IP6	5.77988840080731	1	0.000119	6	0	0	0	0	4.1e-05	0	1405.596429
429	ARL8B	3.96177134037754	2	0.000237	64.5	1027.544182	0.000167	0	0	4.4e-05	2602.43876	2095.158333
430	ARMC6	4.23518936245993	4	0.000475	22.5	838.685283	6.5e-05	0	0	5.9e-05	2165.476785	1952.553571
431	ARMC7	4.57437967470023	1	0.000119	12	0	2.2e-05	0	0	3e-05	0	1795.189683
432	ARMCX2	4.06980885670189	1	0.000119	62	0	7.6e-05	0	0	2.9e-05	0	2029.77381
433	ARMCX3	4.07954410542562	2	0.000237	32	214.595254	0.000115	0	0	3.9e-05	433.742571	2027.490476
434	ARMT1	4.06755312833907	2	0.000237	60	894.008865	0.000154	0	0	4.3e-05	2238.418115	2041.821429
435	ARNT	3.62258102813724	7	0.000831	49.142857	6136.587308	0.000595	0.095238	2	9.9e-05	13427.912322	2308.214286
436	ARNT2	4.52261664490087	1	0.000119	17	0	8e-05	0	0	2.9e-05	0	1819.669048
437	ARNTL	4.26985634572005	6	0.000712	9.666667	326.296948	0.000173	0.533333	8	8.1e-05	960.929479	1935.310714
438	ARPC1A	3.62388697613677	11	0.001306	42.181818	2995.323415	0.001374	0.4	22	0.000121	6471.436209	2310.390476
439	ARPC1B	3.82678380624481	9	0.001069	25.444444	609.169908	0.000458	0.444444	16	0.000103	1464.000297	2174.384524
440	ARPC2	3.53163955835213	22	0.002612	29.681818	23590.36647	0.001813	0.225108	52	0.000253	47405.561172	2378.702381
441	ARPC5	3.4739404012822	22	0.002612	33.090909	9746.274537	0.001699	0.268398	62	0.000234	20539.086733	2421.161905
442	ARPC5L	3.85147809569037	2	0.000237	77.5	339.376848	0.001009	0	0	3.8e-05	856.757708	2157.033333
443	ARR3	3.64905615576398	7	0.000831	43.428571	19187.871281	0.000282	0	0	0.000121	39433.338782	2285.090476
444	ARRB1	3.09723376469191	67	0.007955	27.955224	248264.20387	0.007192	0.022162	49	0.000774	503048.945583	2752.985714
445	ARRB2	2.88400807313309	148	0.017573	33.108108	993637.445527	0.055025	0.028774	313	0.001612	1874151.19576	2995.733333
446	ARSE	4.42205864893743	4	0.000475	5.5	16478.29552	3.7e-05	0	0	0.000118	33032.942105	1862.286905
447	ARSF	4.23115279591594	1	0.000119	97	0	0.000583	0	0	2.4e-05	0	1959.029762
448	ART1	5.07574498397246	1	0.000119	7	0	1e-06	0	0	3.3e-05	0	1610.54881
449	ARTN	0.000118722545411374	1	0.000119	1	0	0	0	0	0.000119	0	1
450	ARVCF	4.05176302979936	3	0.000356	25.333333	85.080643	6.7e-05	0	0	5.2e-05	234.135164	2040.560714
451	ASAH1	4.21654992283035	2	0.000237	45	0	9e-05	1	1	4e-05	0	1966.611905
452	ASAP1	3.4707348925561	10	0.001187	91	5767.067546	0.000931	0.333333	15	0.000122	11085.163184	2428.635714
453	ASAP2	3.58126558233409	11	0.001306	52.363636	12087.446742	0.000436	0.127273	7	0.00015	24444.059	2344.097619
454	ASB1	3.71981479282916	3	0.000356	164.666667	66.867598	0.005817	0.333333	1	4.1e-05	138.047813	2250.127381
455	ASB10	4.02030155526534	1	0.000119	105	0	0.000212	0	0	2.6e-05	0	2062.309524
456	ASB11	4.02030155526534	1	0.000119	105	0	0.000212	0	0	2.6e-05	0	2062.309524
457	ASB13	3.86928647750208	2	0.000237	73.5	28.182628	0.000333	0	0	3.5e-05	53.700819	2147.588095
458	ASB14	3.68170485575211	3	0.000356	195.333333	13.204972	0.005984	0.333333	1	4e-05	13.793938	2275.50119
459	ASB15	3.62697376231746	4	0.000475	154.75	1652.821253	0.006003	0.166667	1	5.1e-05	2756.956339	2309.44881
460	ASB16	3.69903834738217	2	0.000237	182	7.917016	0.003317	0	0	3.3e-05	11.140303	2262.15119
461	ASB18	3.69903834738217	2	0.000237	182	7.917016	0.003317	0	0	3.3e-05	11.140303	2262.15119
462	ASB2	3.72076457319245	2	0.000237	240.5	0	0.005771	1	1	3.1e-05	0	2248.710714
463	ASB3	3.70438086192568	4	0.000475	126.5	399.666344	0.005845	0.166667	1	5.2e-05	730.106829	2260.160714
464	ASB5	3.72076457319245	2	0.000237	240.5	0	0.005771	1	1	3.1e-05	0	2248.710714
465	ASB6	3.75068265463612	2	0.000237	163.5	5.287956	0.00288	0	0	3.3e-05	8.522071	2228.40119
466	ASB7	3.81396177134038	2	0.000237	117.5	29.923394	0.002713	0	0	3.4e-05	94.951607	2186.869048
467	ASB8	3.68170485575211	3	0.000356	195.333333	13.204972	0.005984	0.333333	1	4e-05	13.793938	2275.50119
468	ASB9	4.91784399857533	2	0.000237	2	8192	4e-06	0	0	8.8e-05	16384	1664.279365
